"Tabela 5938 - Produto interno bruto a preços correntes, impostos, líquidos de subsídios, sobre produtos a preços correntes e valor adicionado bruto a preços correntes total e por atividade econômica, e respectivas participações - Referência 2010"
"Variável - Produto Interno Bruto a preços correntes (Mil Reais)"
"Brasil, Município, Mesorregião Geográfica e Microrregião Geográfica";"Ano";""
"São Mateus do Sul (PR)";"2008";"802941,4"
"São Mateus do Sul (PR)";"2009";"807208,0"
"São Mateus do Sul (PR)";"2010";"898202,6"
"São Mateus do Sul (PR)";"2011";"976914,1"
"São Mateus do Sul (PR)";"2012";"1138198,7"
"São Mateus do Sul (PR)";"2013";"1479266,9"
"São Mateus do Sul (PR)";"2014";"1672476,5"
"São Mateus do Sul (PR)";"2015";"1771978,5"
"São Mateus do Sul (PR)";"2016";"1815799,1"
"Cerro Azul (PR)";"2002";"100407,1"
"Cerro Azul (PR)";"2003";"125653,8"
"Cerro Azul (PR)";"2004";"138531,0"
"Cerro Azul (PR)";"2005";"166975,2"
"Cerro Azul (PR)";"2006";"160808,3"
"Cerro Azul (PR)";"2007";"182994,2"
"Cerro Azul (PR)";"2008";"201931,2"
"Cerro Azul (PR)";"2009";"227424,4"
"Cerro Azul (PR)";"2010";"274729,7"
"Cerro Azul (PR)";"2011";"280199,5"
"Cerro Azul (PR)";"2012";"311227,8"
"Cerro Azul (PR)";"2013";"364637,0"
"Cerro Azul (PR)";"2014";"393253,4"
"Cerro Azul (PR)";"2015";"464885,2"
"Cerro Azul (PR)";"2016";"566911,6"
"Lapa (PR)";"2002";"315597,8"
"Lapa (PR)";"2003";"407379,4"
"Lapa (PR)";"2004";"426525,0"
"Lapa (PR)";"2005";"451295,7"
"Lapa (PR)";"2006";"460088,9"
"Lapa (PR)";"2007";"548641,3"
"Lapa (PR)";"2008";"652387,2"
"Lapa (PR)";"2009";"608629,2"
"Lapa (PR)";"2010";"821031,1"
"Lapa (PR)";"2011";"917186,1"
"Lapa (PR)";"2012";"1073893,3"
"Lapa (PR)";"2013";"1261260,7"
"Lapa (PR)";"2014";"1328549,3"
"Lapa (PR)";"2015";"1492201,9"
"Lapa (PR)";"2016";"1847645,7"
"Curitiba (PR)";"2002";"34685154,5"
"Curitiba (PR)";"2003";"42386199,1"
"Curitiba (PR)";"2004";"48801199,8"
"Curitiba (PR)";"2005";"52016018,5"
"Curitiba (PR)";"2006";"57076834,5"
"Curitiba (PR)";"2007";"69034676,9"
"Curitiba (PR)";"2008";"77815380,2"
"Curitiba (PR)";"2009";"83105075,7"
"Curitiba (PR)";"2010";"98106625,5"
"Curitiba (PR)";"2011";"109781212,7"
"Curitiba (PR)";"2012";"116561029,2"
"Curitiba (PR)";"2013";"133366283,7"
"Curitiba (PR)";"2014";"135193371,3"
"Curitiba (PR)";"2015";"143695719,9"
"Curitiba (PR)";"2016";"145450926,4"
"Paranaguá (PR)";"2002";"2299578,8"
"Paranaguá (PR)";"2003";"3065644,4"
"Paranaguá (PR)";"2004";"3758315,9"
"Paranaguá (PR)";"2005";"3474414,6"
"Paranaguá (PR)";"2006";"3579449,8"
"Paranaguá (PR)";"2007";"4394094,1"
"Paranaguá (PR)";"2008";"5138470,8"
"Paranaguá (PR)";"2009";"4646595,5"
"Paranaguá (PR)";"2010";"5426900,1"
"Paranaguá (PR)";"2011";"6297669,4"
"Paranaguá (PR)";"2012";"7165459,0"
"Paranaguá (PR)";"2013";"8211792,1"
"Paranaguá (PR)";"2014";"8675385,5"
"Paranaguá (PR)";"2015";"9772997,4"
"Paranaguá (PR)";"2016";"11411157,1"
"Rio Negro (PR)";"2002";"627862,1"
"Rio Negro (PR)";"2003";"778411,6"
"Rio Negro (PR)";"2004";"907847,0"
"Rio Negro (PR)";"2005";"995798,9"
"Rio Negro (PR)";"2006";"1066467,2"
"Rio Negro (PR)";"2007";"1151545,5"
"Rio Negro (PR)";"2008";"1412940,5"
"Rio Negro (PR)";"2009";"1413882,9"
"Rio Negro (PR)";"2010";"1579088,7"
"Rio Negro (PR)";"2011";"1697261,0"
"Rio Negro (PR)";"2012";"1937023,0"
"Rio Negro (PR)";"2013";"2342452,3"
"Rio Negro (PR)";"2014";"2465163,5"
"Rio Negro (PR)";"2015";"2632613,6"
"Rio Negro (PR)";"2016";"2688916,1"
"São Miguel do Oeste (SC)";"2002";"1246223,3"
"São Miguel do Oeste (SC)";"2003";"1515872,1"
"São Miguel do Oeste (SC)";"2004";"1696967,4"
"São Miguel do Oeste (SC)";"2005";"1811532,7"
"São Miguel do Oeste (SC)";"2006";"1937173,5"
"São Miguel do Oeste (SC)";"2007";"2290463,6"
"São Miguel do Oeste (SC)";"2008";"2738507,2"
"São Miguel do Oeste (SC)";"2009";"2856909,0"
"São Miguel do Oeste (SC)";"2010";"3149039,1"
"São Miguel do Oeste (SC)";"2011";"3765771,0"
"São Miguel do Oeste (SC)";"2012";"4079222,7"
"São Miguel do Oeste (SC)";"2013";"4859210,8"
"São Miguel do Oeste (SC)";"2014";"5026975,3"
"São Miguel do Oeste (SC)";"2015";"5101470,9"
"São Miguel do Oeste (SC)";"2016";"5493292,3"
"Chapecó (SC)";"2002";"3498398,3"
"Chapecó (SC)";"2003";"4248416,2"
"Chapecó (SC)";"2004";"4861762,2"
"Chapecó (SC)";"2005";"5137768,6"
"Chapecó (SC)";"2006";"5525347,3"
"Chapecó (SC)";"2007";"6664549,9"
"Chapecó (SC)";"2008";"7979900,0"
"Chapecó (SC)";"2009";"8179440,4"
"Chapecó (SC)";"2010";"9928625,9"
"Chapecó (SC)";"2011";"11711650,4"
"Chapecó (SC)";"2012";"12695356,8"
"Chapecó (SC)";"2013";"14398271,0"
"Chapecó (SC)";"2014";"14825517,9"
"Chapecó (SC)";"2015";"14817045,7"
"Chapecó (SC)";"2016";"15853205,7"
"Xanxerê (SC)";"2002";"1475651,2"
"Xanxerê (SC)";"2003";"1715585,8"
"Xanxerê (SC)";"2004";"1903023,2"
"Xanxerê (SC)";"2005";"1959139,1"
"Xanxerê (SC)";"2006";"2006162,7"
"Xanxerê (SC)";"2007";"2456377,6"
"Xanxerê (SC)";"2008";"2955327,2"
"Xanxerê (SC)";"2009";"3146512,6"
"Xanxerê (SC)";"2010";"3442393,8"
"Xanxerê (SC)";"2011";"4248130,4"
"Xanxerê (SC)";"2012";"4571542,3"
"Xanxerê (SC)";"2013";"5175849,9"
"Xanxerê (SC)";"2014";"4495111,2"
"Xanxerê (SC)";"2015";"4564647,5"
"Xanxerê (SC)";"2016";"4911230,5"
"Joaçaba (SC)";"2002";"3126797,6"
"Joaçaba (SC)";"2003";"3716447,6"
"Joaçaba (SC)";"2004";"4204212,0"
"Joaçaba (SC)";"2005";"4610066,4"
"Joaçaba (SC)";"2006";"4944164,6"
"Joaçaba (SC)";"2007";"5477932,3"
"Joaçaba (SC)";"2008";"6162181,3"
"Joaçaba (SC)";"2009";"6411454,0"
"Joaçaba (SC)";"2010";"7441764,3"
"Joaçaba (SC)";"2011";"8363949,4"
"Joaçaba (SC)";"2012";"8835070,3"
"Joaçaba (SC)";"2013";"10081747,8"
"Joaçaba (SC)";"2014";"11721250,0"
"Joaçaba (SC)";"2015";"11659547,5"
"Joaçaba (SC)";"2016";"12367778,8"
"Concórdia (SC)";"2002";"1314326,0"
"Concórdia (SC)";"2003";"1511803,1"
"Concórdia (SC)";"2004";"1741525,8"
"Concórdia (SC)";"2005";"1777351,3"
"Concórdia (SC)";"2006";"1972958,8"
"Concórdia (SC)";"2007";"2175238,9"
"Concórdia (SC)";"2008";"2529974,6"
"Concórdia (SC)";"2009";"2854606,4"
"Concórdia (SC)";"2010";"3579874,3"
"Concórdia (SC)";"2011";"3940440,6"
"Concórdia (SC)";"2012";"3833201,8"
"Concórdia (SC)";"2013";"4619009,3"
"Concórdia (SC)";"2014";"4891527,1"
"Concórdia (SC)";"2015";"5713063,5"
"Concórdia (SC)";"2016";"5976501,9"
"Canoinhas (SC)";"2002";"1849953,7"
"Canoinhas (SC)";"2003";"2181035,1"
"Canoinhas (SC)";"2004";"2544195,7"
"Canoinhas (SC)";"2005";"2590718,3"
"Canoinhas (SC)";"2006";"2647822,0"
"Canoinhas (SC)";"2007";"2963992,9"
"Canoinhas (SC)";"2008";"3615825,4"
"Canoinhas (SC)";"2009";"3769942,9"
"Canoinhas (SC)";"2010";"4232422,0"
"Canoinhas (SC)";"2011";"4691304,5"
"Canoinhas (SC)";"2012";"5225830,0"
"Canoinhas (SC)";"2013";"6207329,4"
"Canoinhas (SC)";"2014";"6588157,6"
"Canoinhas (SC)";"2015";"6420295,2"
"Canoinhas (SC)";"2016";"6813635,1"
"São Bento do Sul (SC)";"2002";"1296769,3"
"São Bento do Sul (SC)";"2003";"1536633,0"
"São Bento do Sul (SC)";"2004";"1803853,6"
"São Bento do Sul (SC)";"2005";"1905077,1"
"São Bento do Sul (SC)";"2006";"2014243,9"
"São Bento do Sul (SC)";"2007";"2093086,2"
"São Bento do Sul (SC)";"2008";"2311100,4"
"São Bento do Sul (SC)";"2009";"2357386,1"
"São Bento do Sul (SC)";"2010";"2743148,2"
"São Bento do Sul (SC)";"2011";"3266411,9"
"São Bento do Sul (SC)";"2012";"3532465,3"
"São Bento do Sul (SC)";"2013";"3838041,5"
"São Bento do Sul (SC)";"2014";"4458182,1"
"São Bento do Sul (SC)";"2015";"4150469,3"
"São Bento do Sul (SC)";"2016";"4036255,5"
"Joinville (SC)";"2002";"9766389,3"
"Joinville (SC)";"2003";"11660370,6"
"Joinville (SC)";"2004";"13817140,4"
"Joinville (SC)";"2005";"15411815,3"
"Joinville (SC)";"2006";"17544373,6"
"Joinville (SC)";"2007";"20211621,4"
"Joinville (SC)";"2008";"23536473,5"
"Joinville (SC)";"2009";"24220375,9"
"Joinville (SC)";"2010";"28868696,5"
"Joinville (SC)";"2011";"31659832,6"
"Joinville (SC)";"2012";"34298178,8"
"Joinville (SC)";"2013";"37922268,1"
"Joinville (SC)";"2014";"41584969,3"
"Joinville (SC)";"2015";"44975598,0"
"Joinville (SC)";"2016";"44015378,5"
"Curitibanos (SC)";"2002";"1027482,4"
"Curitibanos (SC)";"2003";"1224293,5"
"Curitibanos (SC)";"2004";"1251296,4"
"Curitibanos (SC)";"2005";"1298757,3"
"Curitibanos (SC)";"2006";"1424648,9"
"Curitibanos (SC)";"2007";"1824655,3"
"Curitibanos (SC)";"2008";"2247656,8"
"Curitibanos (SC)";"2009";"2288705,4"
"Curitibanos (SC)";"2010";"2738875,3"
"Curitibanos (SC)";"2011";"2940677,8"
"Curitibanos (SC)";"2012";"3285769,2"
"Curitibanos (SC)";"2013";"3620130,5"
"Curitibanos (SC)";"2014";"3913388,5"
"Curitibanos (SC)";"2015";"4118866,4"
"Curitibanos (SC)";"2016";"4319716,5"
"Campos de Lages (SC)";"2002";"2043259,2"
"Campos de Lages (SC)";"2003";"2387048,5"
"Campos de Lages (SC)";"2004";"2637658,8"
"Campos de Lages (SC)";"2005";"2868970,1"
"Campos de Lages (SC)";"2006";"3117687,6"
"Campos de Lages (SC)";"2007";"3389759,9"
"Campos de Lages (SC)";"2008";"3990034,2"
"Campos de Lages (SC)";"2009";"4078671,3"
"Campos de Lages (SC)";"2010";"4931925,0"
"Campos de Lages (SC)";"2011";"5257792,5"
"Campos de Lages (SC)";"2012";"6558726,1"
"Campos de Lages (SC)";"2013";"6550591,8"
"Campos de Lages (SC)";"2014";"7517503,0"
"Campos de Lages (SC)";"2015";"8078164,0"
"Campos de Lages (SC)";"2016";"8702941,8"
"Rio do Sul (SC)";"2002";"1509759,8"
"Rio do Sul (SC)";"2003";"1819722,0"
"Rio do Sul (SC)";"2004";"2089011,7"
"Rio do Sul (SC)";"2005";"2326329,0"
"Rio do Sul (SC)";"2006";"2550922,9"
"Rio do Sul (SC)";"2007";"2748619,9"
"Rio do Sul (SC)";"2008";"3264252,5"
"Rio do Sul (SC)";"2009";"3463511,8"
"Rio do Sul (SC)";"2010";"4005025,4"
"Rio do Sul (SC)";"2011";"4465710,1"
"Rio do Sul (SC)";"2012";"4959955,8"
"Rio do Sul (SC)";"2013";"5410305,6"
"Rio do Sul (SC)";"2014";"6428268,7"
"Rio do Sul (SC)";"2015";"6110509,5"
"Rio do Sul (SC)";"2016";"6361435,2"
"Blumenau (SC)";"2002";"7283263,1"
"Blumenau (SC)";"2003";"8349884,6"
"Blumenau (SC)";"2004";"9604643,3"
"Blumenau (SC)";"2005";"10811590,6"
"Blumenau (SC)";"2006";"12249988,8"
"Blumenau (SC)";"2007";"13822803,4"
"Blumenau (SC)";"2008";"15520433,3"
"Blumenau (SC)";"2009";"16484309,6"
"Blumenau (SC)";"2010";"19885077,8"
"Blumenau (SC)";"2011";"22340204,6"
"Blumenau (SC)";"2012";"24357484,2"
"Blumenau (SC)";"2013";"26525370,9"
"Blumenau (SC)";"2014";"32864217,6"
"Blumenau (SC)";"2015";"31265515,8"
"Blumenau (SC)";"2016";"31844951,8"
"Itajaí (SC)";"2002";"4212396,1"
"Itajaí (SC)";"2003";"5141394,3"
"Itajaí (SC)";"2004";"6346004,6"
"Itajaí (SC)";"2005";"7390519,8"
"Itajaí (SC)";"2006";"8776437,3"
"Itajaí (SC)";"2007";"10180739,5"
"Itajaí (SC)";"2008";"12451368,9"
"Itajaí (SC)";"2009";"14165153,1"
"Itajaí (SC)";"2010";"17643242,6"
"Itajaí (SC)";"2011";"20849147,4"
"Itajaí (SC)";"2012";"24110889,2"
"Itajaí (SC)";"2013";"27580861,0"
"Itajaí (SC)";"2014";"32373040,3"
"Itajaí (SC)";"2015";"33774205,2"
"Itajaí (SC)";"2016";"35065235,8"
"Ituporanga (SC)";"2002";"365382,4"
"Ituporanga (SC)";"2003";"422761,1"
"Ituporanga (SC)";"2004";"483939,4"
"Ituporanga (SC)";"2005";"529100,0"
"Ituporanga (SC)";"2006";"553651,4"
"Ituporanga (SC)";"2007";"644176,6"
"Ituporanga (SC)";"2008";"772906,2"
"Ituporanga (SC)";"2009";"835516,9"
"Ituporanga (SC)";"2010";"1019600,1"
"Ituporanga (SC)";"2011";"1041726,3"
"Ituporanga (SC)";"2012";"1299115,5"
"Ituporanga (SC)";"2013";"1474511,5"
"Ituporanga (SC)";"2014";"1582725,4"
"Ituporanga (SC)";"2015";"1578452,3"
"Ituporanga (SC)";"2016";"1700132,8"
"Tijucas (SC)";"2002";"518341,5"
"Tijucas (SC)";"2003";"619542,6"
"Tijucas (SC)";"2004";"727582,8"
"Tijucas (SC)";"2005";"817425,1"
"Tijucas (SC)";"2006";"916067,1"
"Tijucas (SC)";"2007";"1065827,0"
"Tijucas (SC)";"2008";"1260851,6"
"Tijucas (SC)";"2009";"1383721,8"
"Tijucas (SC)";"2010";"1752847,2"
"Tijucas (SC)";"2011";"1895844,5"
"Tijucas (SC)";"2012";"2093473,0"
"Tijucas (SC)";"2013";"2498951,9"
"Tijucas (SC)";"2014";"2922749,5"
"Tijucas (SC)";"2015";"2959781,9"
"Tijucas (SC)";"2016";"3052964,7"
"Florianópolis (SC)";"2002";"7358721,5"
"Florianópolis (SC)";"2003";"8420420,8"
"Florianópolis (SC)";"2004";"9281335,3"
"Florianópolis (SC)";"2005";"10900855,8"
"Florianópolis (SC)";"2006";"12366713,4"
"Florianópolis (SC)";"2007";"14156097,8"
"Florianópolis (SC)";"2008";"16547208,2"
"Florianópolis (SC)";"2009";"17782578,5"
"Florianópolis (SC)";"2010";"21107189,1"
"Florianópolis (SC)";"2011";"24156703,4"
"Florianópolis (SC)";"2012";"26813803,1"
"Florianópolis (SC)";"2013";"29490787,1"
"Florianópolis (SC)";"2014";"33543290,9"
"Florianópolis (SC)";"2015";"34972652,9"
"Florianópolis (SC)";"2016";"36319640,6"
"Tabuleiro (SC)";"2002";"165043,6"
"Tabuleiro (SC)";"2003";"178548,7"
"Tabuleiro (SC)";"2004";"199753,2"
"Tabuleiro (SC)";"2005";"204154,2"
"Tabuleiro (SC)";"2006";"252011,7"
"Tabuleiro (SC)";"2007";"235211,4"
"Tabuleiro (SC)";"2008";"276656,0"
"Tabuleiro (SC)";"2009";"323793,8"
"Tabuleiro (SC)";"2010";"382096,5"
"Tabuleiro (SC)";"2011";"378540,3"
"Tabuleiro (SC)";"2012";"397733,1"
"Tabuleiro (SC)";"2013";"507495,3"
"Tabuleiro (SC)";"2014";"518105,6"
"Tabuleiro (SC)";"2015";"537962,3"
"Tabuleiro (SC)";"2016";"640752,9"
"Tubarão (SC)";"2002";"2446543,4"
"Tubarão (SC)";"2003";"2788508,5"
"Tubarão (SC)";"2004";"3106923,6"
"Tubarão (SC)";"2005";"3456081,4"
"Tubarão (SC)";"2006";"4070423,2"
"Tubarão (SC)";"2007";"4473949,9"
"Tubarão (SC)";"2008";"5351449,3"
"Tubarão (SC)";"2009";"5758347,4"
"Tubarão (SC)";"2010";"6567411,7"
"Tubarão (SC)";"2011";"7245577,7"
"Tubarão (SC)";"2012";"8191400,3"
"Tubarão (SC)";"2013";"9469017,5"
"Tubarão (SC)";"2014";"10464431,9"
"Tubarão (SC)";"2015";"10595148,1"
"Tubarão (SC)";"2016";"11280120,0"
"Criciúma (SC)";"2002";"2795597,7"
"Criciúma (SC)";"2003";"3217555,9"
"Criciúma (SC)";"2004";"3765847,3"
"Criciúma (SC)";"2005";"4122950,0"
"Criciúma (SC)";"2006";"4532644,6"
"Criciúma (SC)";"2007";"5016095,5"
"Criciúma (SC)";"2008";"5807713,8"
"Criciúma (SC)";"2009";"6284821,2"
"Criciúma (SC)";"2010";"7541695,4"
"Criciúma (SC)";"2011";"8858079,0"
"Criciúma (SC)";"2012";"9317588,0"
"Criciúma (SC)";"2013";"10658895,0"
"Criciúma (SC)";"2014";"12630167,9"
"Criciúma (SC)";"2015";"13351052,7"
"Criciúma (SC)";"2016";"13290486,3"
"Araranguá (SC)";"2002";"1181593,8"
"Araranguá (SC)";"2003";"1442630,8"
"Araranguá (SC)";"2004";"1552289,1"
"Araranguá (SC)";"2005";"1619041,7"
"Araranguá (SC)";"2006";"1660005,3"
"Araranguá (SC)";"2007";"1836893,1"
"Araranguá (SC)";"2008";"2157437,4"
"Araranguá (SC)";"2009";"2452777,0"
"Araranguá (SC)";"2010";"2765057,2"
"Araranguá (SC)";"2011";"2990827,2"
"Araranguá (SC)";"2012";"3337846,9"
"Araranguá (SC)";"2013";"3623595,7"
"Araranguá (SC)";"2014";"4203790,9"
"Araranguá (SC)";"2015";"4335193,5"
"Araranguá (SC)";"2016";"4615533,1"
"Santa Rosa (RS)";"2002";"1279960,2"
"Santa Rosa (RS)";"2003";"1687113,6"
"Santa Rosa (RS)";"2004";"1677282,7"
"Santa Rosa (RS)";"2005";"1509536,9"
"Santa Rosa (RS)";"2006";"1675897,2"
"Santa Rosa (RS)";"2007";"2073174,9"
"Santa Rosa (RS)";"2008";"2545863,8"
"Santa Rosa (RS)";"2009";"2471114,6"
"Santa Rosa (RS)";"2010";"2898019,5"
"Santa Rosa (RS)";"2011";"3317165,1"
"Santa Rosa (RS)";"2012";"3682201,4"
"Santa Rosa (RS)";"2013";"4383211,8"
"Santa Rosa (RS)";"2014";"4678045,2"
"Santa Rosa (RS)";"2015";"4939020,4"
"Santa Rosa (RS)";"2016";"5423191,7"
"Três Passos (RS)";"2002";"1326925,8"
"Três Passos (RS)";"2003";"1951380,7"
"Três Passos (RS)";"2004";"2282557,1"
"Três Passos (RS)";"2005";"1826611,0"
"Três Passos (RS)";"2006";"1863998,4"
"Três Passos (RS)";"2007";"2047886,3"
"Três Passos (RS)";"2008";"2303403,0"
"Três Passos (RS)";"2009";"2230020,8"
"Três Passos (RS)";"2010";"2602703,1"
"Três Passos (RS)";"2011";"2952312,0"
"Três Passos (RS)";"2012";"3048400,3"
"Três Passos (RS)";"2013";"4285542,6"
"Três Passos (RS)";"2014";"4843392,2"
"Três Passos (RS)";"2015";"4247320,8"
"Três Passos (RS)";"2016";"4511411,7"
"Frederico Westphalen (RS)";"2002";"913795,7"
"Frederico Westphalen (RS)";"2003";"1252006,5"
"Frederico Westphalen (RS)";"2004";"1210743,5"
"Frederico Westphalen (RS)";"2005";"1121818,7"
"Frederico Westphalen (RS)";"2006";"1354671,6"
"Frederico Westphalen (RS)";"2007";"1622333,8"
"Frederico Westphalen (RS)";"2008";"1858962,2"
"Frederico Westphalen (RS)";"2009";"1932263,1"
"Frederico Westphalen (RS)";"2010";"2391603,8"
"Frederico Westphalen (RS)";"2011";"2658409,9"
"Frederico Westphalen (RS)";"2012";"2647146,1"
"Frederico Westphalen (RS)";"2013";"3625130,3"
"Frederico Westphalen (RS)";"2014";"3849250,6"
"Frederico Westphalen (RS)";"2015";"4572420,3"
"Frederico Westphalen (RS)";"2016";"4885096,0"
"Erechim (RS)";"2002";"1857623,5"
"Erechim (RS)";"2003";"2351586,6"
"Erechim (RS)";"2004";"2511452,4"
"Erechim (RS)";"2005";"2403233,3"
"Erechim (RS)";"2006";"2851129,9"
"Erechim (RS)";"2007";"3298550,3"
"Erechim (RS)";"2008";"3679471,3"
"Erechim (RS)";"2009";"4203024,6"
"Erechim (RS)";"2010";"5402676,7"
"Erechim (RS)";"2011";"6162329,4"
"Erechim (RS)";"2012";"6204557,5"
"Erechim (RS)";"2013";"7744156,8"
"Erechim (RS)";"2014";"7569369,8"
"Erechim (RS)";"2015";"8160208,0"
"Erechim (RS)";"2016";"8721001,5"
"Sananduva (RS)";"2002";"437579,8"
"Sananduva (RS)";"2003";"624620,2"
"Sananduva (RS)";"2004";"576516,7"
"Sananduva (RS)";"2005";"457521,9"
"Sananduva (RS)";"2006";"586868,5"
"Sananduva (RS)";"2007";"712358,4"
"Sananduva (RS)";"2008";"849746,1"
"Sananduva (RS)";"2009";"816095,2"
"Sananduva (RS)";"2010";"1024800,8"
"Sananduva (RS)";"2011";"1142185,2"
"Sananduva (RS)";"2012";"1200897,2"
"Sananduva (RS)";"2013";"1504111,4"
"Sananduva (RS)";"2014";"1608223,0"
"Sananduva (RS)";"2015";"1676372,2"
"Sananduva (RS)";"2016";"1893227,9"
"Cerro Largo (RS)";"2002";"404048,8"
"Cerro Largo (RS)";"2003";"569362,1"
"Cerro Largo (RS)";"2004";"517204,1"
"Cerro Largo (RS)";"2005";"501004,1"
"Cerro Largo (RS)";"2006";"573896,9"
"Cerro Largo (RS)";"2007";"766144,2"
"Cerro Largo (RS)";"2008";"868494,0"
"Cerro Largo (RS)";"2009";"914811,8"
"Cerro Largo (RS)";"2010";"1099452,4"
"Cerro Largo (RS)";"2011";"1213147,3"
"Cerro Largo (RS)";"2012";"1250679,1"
"Cerro Largo (RS)";"2013";"1664854,4"
"Cerro Largo (RS)";"2014";"1664273,6"
"Cerro Largo (RS)";"2015";"2207480,3"
"Cerro Largo (RS)";"2016";"2470264,8"
"Santo Ângelo (RS)";"2002";"1296197,6"
"Santo Ângelo (RS)";"2003";"2006879,7"
"Santo Ângelo (RS)";"2004";"1784946,9"
"Santo Ângelo (RS)";"2005";"1610868,1"
"Santo Ângelo (RS)";"2006";"1838872,2"
"Santo Ângelo (RS)";"2007";"2348238,2"
"Santo Ângelo (RS)";"2008";"2699769,0"
"Santo Ângelo (RS)";"2009";"2698303,7"
"Santo Ângelo (RS)";"2010";"3236689,7"
"Santo Ângelo (RS)";"2011";"3761368,0"
"Santo Ângelo (RS)";"2012";"3393745,0"
"Santo Ângelo (RS)";"2013";"5126452,9"
"Santo Ângelo (RS)";"2014";"5183859,7"
"Santo Ângelo (RS)";"2015";"5709738,7"
"Santo Ângelo (RS)";"2016";"6608415,9"
"Ijuí (RS)";"2002";"1547489,3"
"Ijuí (RS)";"2003";"2301637,2"
"Ijuí (RS)";"2004";"2155623,6"
"Ijuí (RS)";"2005";"1776272,1"
"Ijuí (RS)";"2006";"1933236,9"
"Ijuí (RS)";"2007";"2445343,6"
"Ijuí (RS)";"2008";"2934392,9"
"Ijuí (RS)";"2009";"3192352,9"
"Ijuí (RS)";"2010";"4005519,3"
"Ijuí (RS)";"2011";"4876828,1"
"Ijuí (RS)";"2012";"4833555,7"
"Ijuí (RS)";"2013";"6239944,2"
"Ijuí (RS)";"2014";"6552701,3"
"Ijuí (RS)";"2015";"6892196,1"
"Ijuí (RS)";"2016";"7534909,6"
"Carazinho (RS)";"2002";"1313489,1"
"Carazinho (RS)";"2003";"1877407,9"
"Carazinho (RS)";"2004";"1798223,0"
"Carazinho (RS)";"2005";"1472507,4"
"Carazinho (RS)";"2006";"1786208,0"
"Carazinho (RS)";"2007";"2163994,1"
"Carazinho (RS)";"2008";"2507826,0"
"Carazinho (RS)";"2009";"2467977,5"
"Carazinho (RS)";"2010";"3090953,2"
"Carazinho (RS)";"2011";"3664346,8"
"Carazinho (RS)";"2012";"3527956,7"
"Carazinho (RS)";"2013";"4784477,5"
"Carazinho (RS)";"2014";"5297027,6"
"Carazinho (RS)";"2015";"5860461,2"
"Carazinho (RS)";"2016";"6426041,1"
"Passo Fundo (RS)";"2002";"2924066,4"
"Passo Fundo (RS)";"2003";"3747148,6"
"Passo Fundo (RS)";"2004";"3858113,9"
"Passo Fundo (RS)";"2005";"3699916,5"
"Passo Fundo (RS)";"2006";"4244113,1"
"Passo Fundo (RS)";"2007";"4830361,3"
"Passo Fundo (RS)";"2008";"5854477,6"
"Passo Fundo (RS)";"2009";"6190256,4"
"Passo Fundo (RS)";"2010";"7214561,5"
"Passo Fundo (RS)";"2011";"8601872,7"
"Passo Fundo (RS)";"2012";"10013996,8"
"Passo Fundo (RS)";"2013";"12355034,6"
"Passo Fundo (RS)";"2014";"12740747,9"
"Passo Fundo (RS)";"2015";"13579111,3"
"Passo Fundo (RS)";"2016";"14619294,7"
"Cruz Alta (RS)";"2002";"1722474,4"
"Cruz Alta (RS)";"2003";"2575691,7"
"Cruz Alta (RS)";"2004";"2330616,6"
"Cruz Alta (RS)";"2005";"1682020,7"
"Cruz Alta (RS)";"2006";"2284897,7"
"Cruz Alta (RS)";"2007";"2847454,8"
"Cruz Alta (RS)";"2008";"3429577,9"
"Cruz Alta (RS)";"2009";"3597170,3"
"Cruz Alta (RS)";"2010";"3669124,6"
"Cruz Alta (RS)";"2011";"4450399,8"
"Cruz Alta (RS)";"2012";"4325670,2"
"Cruz Alta (RS)";"2013";"6307376,7"
"Cruz Alta (RS)";"2014";"6253384,2"
"Cruz Alta (RS)";"2015";"6910267,8"
"Cruz Alta (RS)";"2016";"7794633,9"
"Não-Me-Toque (RS)";"2002";"526456,6"
"Não-Me-Toque (RS)";"2003";"830664,8"
"Não-Me-Toque (RS)";"2004";"806660,2"
"Não-Me-Toque (RS)";"2005";"602057,9"
"Não-Me-Toque (RS)";"2006";"709736,4"
"Não-Me-Toque (RS)";"2007";"835277,8"
"Não-Me-Toque (RS)";"2008";"1073666,6"
"Não-Me-Toque (RS)";"2009";"1070933,2"
"Não-Me-Toque (RS)";"2010";"1249614,9"
"Não-Me-Toque (RS)";"2011";"1471978,7"
"Não-Me-Toque (RS)";"2012";"1490265,2"
"Não-Me-Toque (RS)";"2013";"2055919,5"
"Não-Me-Toque (RS)";"2014";"1985840,8"
"Não-Me-Toque (RS)";"2015";"2013408,5"
"Não-Me-Toque (RS)";"2016";"2169604,8"
"Soledade (RS)";"2002";"351689,4"
"Soledade (RS)";"2003";"492545,9"
"Soledade (RS)";"2004";"480435,8"
"Soledade (RS)";"2005";"425052,9"
"Soledade (RS)";"2006";"506039,5"
"Soledade (RS)";"2007";"568485,7"
"Soledade (RS)";"2008";"655750,0"
"Soledade (RS)";"2009";"698867,2"
"Soledade (RS)";"2010";"787452,1"
"Soledade (RS)";"2011";"955697,7"
"Soledade (RS)";"2012";"943119,6"
"Soledade (RS)";"2013";"1227956,9"
"Soledade (RS)";"2014";"1298000,7"
"Soledade (RS)";"2015";"1402455,3"
