"Tabela 5938 - Produto interno bruto a preços correntes, impostos, líquidos de subsídios, sobre produtos a preços correntes e valor adicionado bruto a preços correntes total e por atividade econômica, e respectivas participações - Referência 2010"
"Variável - Produto Interno Bruto a preços correntes (Mil Reais)"
"Brasil, Município, Mesorregião Geográfica e Microrregião Geográfica";"Ano";""
"Governador Jorge Teixeira (RO)";"2006";"86654,3"
"Governador Jorge Teixeira (RO)";"2007";"82944,3"
"Governador Jorge Teixeira (RO)";"2008";"95027,7"
"Governador Jorge Teixeira (RO)";"2009";"94025,3"
"Governador Jorge Teixeira (RO)";"2010";"111130,0"
"Governador Jorge Teixeira (RO)";"2011";"112253,1"
"Governador Jorge Teixeira (RO)";"2012";"118735,1"
"Governador Jorge Teixeira (RO)";"2013";"140140,3"
"Governador Jorge Teixeira (RO)";"2014";"145565,9"
"Governador Jorge Teixeira (RO)";"2015";"154876,2"
"Governador Jorge Teixeira (RO)";"2016";"163371,3"
"Itapuã do Oeste (RO)";"2002";"37463,1"
"Itapuã do Oeste (RO)";"2003";"42517,1"
"Itapuã do Oeste (RO)";"2004";"47320,9"
"Itapuã do Oeste (RO)";"2005";"53834,6"
"Itapuã do Oeste (RO)";"2006";"72991,9"
"Itapuã do Oeste (RO)";"2007";"64745,6"
"Itapuã do Oeste (RO)";"2008";"77624,2"
"Itapuã do Oeste (RO)";"2009";"79553,7"
"Itapuã do Oeste (RO)";"2010";"90690,5"
"Itapuã do Oeste (RO)";"2011";"117104,2"
"Itapuã do Oeste (RO)";"2012";"128141,5"
"Itapuã do Oeste (RO)";"2013";"139589,3"
"Itapuã do Oeste (RO)";"2014";"133035,9"
"Itapuã do Oeste (RO)";"2015";"143839,7"
"Itapuã do Oeste (RO)";"2016";"153873,6"
"Ministro Andreazza (RO)";"2002";"37732,1"
"Ministro Andreazza (RO)";"2003";"52108,2"
"Ministro Andreazza (RO)";"2004";"53368,4"
"Ministro Andreazza (RO)";"2005";"56162,1"
"Ministro Andreazza (RO)";"2006";"55795,8"
"Ministro Andreazza (RO)";"2007";"67100,9"
"Ministro Andreazza (RO)";"2008";"86018,4"
"Ministro Andreazza (RO)";"2009";"86287,5"
"Ministro Andreazza (RO)";"2010";"99692,4"
"Ministro Andreazza (RO)";"2011";"116880,6"
"Ministro Andreazza (RO)";"2012";"124806,8"
"Ministro Andreazza (RO)";"2013";"146640,5"
"Ministro Andreazza (RO)";"2014";"167762,1"
"Ministro Andreazza (RO)";"2015";"170866,3"
"Ministro Andreazza (RO)";"2016";"189586,2"
"Mirante da Serra (RO)";"2002";"45238,9"
"Mirante da Serra (RO)";"2003";"63203,5"
"Mirante da Serra (RO)";"2004";"68870,7"
"Mirante da Serra (RO)";"2005";"72023,4"
"Mirante da Serra (RO)";"2006";"74791,4"
"Mirante da Serra (RO)";"2007";"81541,0"
"Mirante da Serra (RO)";"2008";"98424,4"
"Mirante da Serra (RO)";"2009";"103670,5"
"Mirante da Serra (RO)";"2010";"114868,7"
"Mirante da Serra (RO)";"2011";"119478,1"
"Mirante da Serra (RO)";"2012";"130631,9"
"Mirante da Serra (RO)";"2013";"134517,2"
"Mirante da Serra (RO)";"2014";"162908,2"
"Mirante da Serra (RO)";"2015";"178006,7"
"Mirante da Serra (RO)";"2016";"192227,8"
"Monte Negro (RO)";"2002";"49520,5"
"Monte Negro (RO)";"2003";"66006,0"
"Monte Negro (RO)";"2004";"79488,0"
"Monte Negro (RO)";"2005";"83709,0"
"Monte Negro (RO)";"2006";"98360,7"
"Monte Negro (RO)";"2007";"96250,3"
"Monte Negro (RO)";"2008";"111322,7"
"Monte Negro (RO)";"2009";"120497,5"
"Monte Negro (RO)";"2010";"143416,7"
"Monte Negro (RO)";"2011";"176274,2"
"Monte Negro (RO)";"2012";"181390,0"
"Monte Negro (RO)";"2013";"205600,2"
"Monte Negro (RO)";"2014";"218407,0"
"Monte Negro (RO)";"2015";"229497,1"
"Monte Negro (RO)";"2016";"242415,8"
"Nova União (RO)";"2002";"28852,4"
"Nova União (RO)";"2003";"40426,6"
"Nova União (RO)";"2004";"41278,0"
"Nova União (RO)";"2005";"44191,3"
"Nova União (RO)";"2006";"48788,7"
"Nova União (RO)";"2007";"49454,8"
"Nova União (RO)";"2008";"58311,6"
"Nova União (RO)";"2009";"62955,6"
"Nova União (RO)";"2010";"70738,6"
"Nova União (RO)";"2011";"76049,7"
"Nova União (RO)";"2012";"85013,6"
"Nova União (RO)";"2013";"86791,9"
"Nova União (RO)";"2014";"93874,6"
"Nova União (RO)";"2015";"103159,8"
"Nova União (RO)";"2016";"106761,2"
"Parecis (RO)";"2002";"15885,7"
"Parecis (RO)";"2003";"21893,1"
"Parecis (RO)";"2004";"22876,3"
"Parecis (RO)";"2005";"24677,9"
"Parecis (RO)";"2006";"26627,5"
"Parecis (RO)";"2007";"31809,0"
"Parecis (RO)";"2008";"39928,4"
"Parecis (RO)";"2009";"43203,7"
"Parecis (RO)";"2010";"49986,2"
"Parecis (RO)";"2011";"56026,6"
"Parecis (RO)";"2012";"61507,6"
"Parecis (RO)";"2013";"71096,9"
"Parecis (RO)";"2014";"78818,9"
"Parecis (RO)";"2015";"84439,3"
"Parecis (RO)";"2016";"91382,6"
"Pimenteiras do Oeste (RO)";"2002";"14809,2"
"Pimenteiras do Oeste (RO)";"2003";"21181,6"
"Pimenteiras do Oeste (RO)";"2004";"23157,7"
"Pimenteiras do Oeste (RO)";"2005";"23938,8"
"Pimenteiras do Oeste (RO)";"2006";"26912,0"
"Pimenteiras do Oeste (RO)";"2007";"29134,4"
"Pimenteiras do Oeste (RO)";"2008";"37347,1"
"Pimenteiras do Oeste (RO)";"2009";"40422,0"
"Pimenteiras do Oeste (RO)";"2010";"43812,0"
"Pimenteiras do Oeste (RO)";"2011";"53249,5"
"Pimenteiras do Oeste (RO)";"2012";"80774,7"
"Pimenteiras do Oeste (RO)";"2013";"77664,0"
"Pimenteiras do Oeste (RO)";"2014";"76783,4"
"Pimenteiras do Oeste (RO)";"2015";"79777,1"
"Pimenteiras do Oeste (RO)";"2016";"89280,2"
"Primavera de Rondônia (RO)";"2002";"18167,1"
"Primavera de Rondônia (RO)";"2003";"25260,3"
"Primavera de Rondônia (RO)";"2004";"23638,1"
"Primavera de Rondônia (RO)";"2005";"21113,2"
"Primavera de Rondônia (RO)";"2006";"23165,4"
"Primavera de Rondônia (RO)";"2007";"25562,5"
"Primavera de Rondônia (RO)";"2008";"31803,7"
"Primavera de Rondônia (RO)";"2009";"32640,9"
"Primavera de Rondônia (RO)";"2010";"35105,5"
"Primavera de Rondônia (RO)";"2011";"38302,1"
"Primavera de Rondônia (RO)";"2012";"43789,9"
"Primavera de Rondônia (RO)";"2013";"47727,1"
"Primavera de Rondônia (RO)";"2014";"52854,2"
"Primavera de Rondônia (RO)";"2015";"53385,9"
"Primavera de Rondônia (RO)";"2016";"58674,6"
"São Felipe D'Oeste (RO)";"2002";"23123,8"
"São Felipe D'Oeste (RO)";"2003";"30784,0"
"São Felipe D'Oeste (RO)";"2004";"34178,9"
"São Felipe D'Oeste (RO)";"2005";"37594,0"
"São Felipe D'Oeste (RO)";"2006";"40951,0"
"São Felipe D'Oeste (RO)";"2007";"44704,5"
"São Felipe D'Oeste (RO)";"2008";"54756,7"
"São Felipe D'Oeste (RO)";"2009";"55940,1"
"São Felipe D'Oeste (RO)";"2010";"58727,0"
"São Felipe D'Oeste (RO)";"2011";"61616,2"
"São Felipe D'Oeste (RO)";"2012";"67923,4"
"São Felipe D'Oeste (RO)";"2013";"70826,5"
"São Felipe D'Oeste (RO)";"2014";"73855,8"
"São Felipe D'Oeste (RO)";"2015";"78389,5"
"São Felipe D'Oeste (RO)";"2016";"84807,9"
"São Francisco do Guaporé (RO)";"2002";"49112,8"
"São Francisco do Guaporé (RO)";"2003";"70764,5"
"São Francisco do Guaporé (RO)";"2004";"86683,1"
"São Francisco do Guaporé (RO)";"2005";"95814,5"
"São Francisco do Guaporé (RO)";"2006";"100399,0"
"São Francisco do Guaporé (RO)";"2007";"107922,6"
"São Francisco do Guaporé (RO)";"2008";"135322,1"
"São Francisco do Guaporé (RO)";"2009";"156875,3"
"São Francisco do Guaporé (RO)";"2010";"173609,6"
"São Francisco do Guaporé (RO)";"2011";"200905,9"
"São Francisco do Guaporé (RO)";"2012";"223068,7"
"São Francisco do Guaporé (RO)";"2013";"245948,3"
"São Francisco do Guaporé (RO)";"2014";"266619,1"
"São Francisco do Guaporé (RO)";"2015";"293297,3"
"São Francisco do Guaporé (RO)";"2016";"318922,9"
"Seringueiras (RO)";"2002";"39708,3"
"Seringueiras (RO)";"2003";"62859,8"
"Seringueiras (RO)";"2004";"68072,5"
"Seringueiras (RO)";"2005";"72914,4"
"Seringueiras (RO)";"2006";"75032,0"
"Seringueiras (RO)";"2007";"76674,4"
"Seringueiras (RO)";"2008";"91524,3"
"Seringueiras (RO)";"2009";"98812,1"
"Seringueiras (RO)";"2010";"117280,8"
"Seringueiras (RO)";"2011";"134332,9"
"Seringueiras (RO)";"2012";"141929,8"
"Seringueiras (RO)";"2013";"157939,1"
"Seringueiras (RO)";"2014";"166738,2"
"Seringueiras (RO)";"2015";"180367,3"
"Seringueiras (RO)";"2016";"200089,4"
"Teixeirópolis (RO)";"2002";"20170,4"
"Teixeirópolis (RO)";"2003";"28647,1"
"Teixeirópolis (RO)";"2004";"30437,6"
"Teixeirópolis (RO)";"2005";"31486,7"
"Teixeirópolis (RO)";"2006";"32294,1"
"Teixeirópolis (RO)";"2007";"34054,3"
"Teixeirópolis (RO)";"2008";"41414,0"
"Teixeirópolis (RO)";"2009";"44346,8"
"Teixeirópolis (RO)";"2010";"50001,1"
"Teixeirópolis (RO)";"2011";"56622,7"
"Teixeirópolis (RO)";"2012";"63277,2"
"Teixeirópolis (RO)";"2013";"67680,8"
"Teixeirópolis (RO)";"2014";"72074,3"
"Teixeirópolis (RO)";"2015";"79343,7"
"Teixeirópolis (RO)";"2016";"82689,0"
"Theobroma (RO)";"2002";"40170,8"
"Theobroma (RO)";"2003";"56753,2"
"Theobroma (RO)";"2004";"58646,7"
"Theobroma (RO)";"2005";"67654,5"
"Theobroma (RO)";"2006";"71516,5"
"Theobroma (RO)";"2007";"72277,2"
"Theobroma (RO)";"2008";"92540,3"
"Theobroma (RO)";"2009";"93931,2"
"Theobroma (RO)";"2010";"105535,5"
"Theobroma (RO)";"2011";"104327,6"
"Theobroma (RO)";"2012";"125795,8"
"Theobroma (RO)";"2013";"128042,3"
"Theobroma (RO)";"2014";"137146,8"
"Theobroma (RO)";"2015";"153737,2"
"Theobroma (RO)";"2016";"169743,4"
"Urupá (RO)";"2002";"47557,9"
"Urupá (RO)";"2003";"67027,4"
"Urupá (RO)";"2004";"75803,9"
"Urupá (RO)";"2005";"82257,2"
"Urupá (RO)";"2006";"82955,3"
"Urupá (RO)";"2007";"83113,9"
"Urupá (RO)";"2008";"105171,6"
"Urupá (RO)";"2009";"111032,0"
"Urupá (RO)";"2010";"121359,4"
"Urupá (RO)";"2011";"129844,7"
"Urupá (RO)";"2012";"128811,3"
"Urupá (RO)";"2013";"150562,5"
"Urupá (RO)";"2014";"171461,4"
"Urupá (RO)";"2015";"183099,7"
"Urupá (RO)";"2016";"196560,3"
"Vale do Anari (RO)";"2002";"24444,5"
"Vale do Anari (RO)";"2003";"36890,2"
"Vale do Anari (RO)";"2004";"45243,6"
"Vale do Anari (RO)";"2005";"56445,1"
"Vale do Anari (RO)";"2006";"55191,8"
"Vale do Anari (RO)";"2007";"60871,9"
"Vale do Anari (RO)";"2008";"79439,9"
"Vale do Anari (RO)";"2009";"81947,0"
"Vale do Anari (RO)";"2010";"91480,3"
"Vale do Anari (RO)";"2011";"89772,2"
"Vale do Anari (RO)";"2012";"105600,3"
"Vale do Anari (RO)";"2013";"99751,1"
"Vale do Anari (RO)";"2014";"106053,7"
"Vale do Anari (RO)";"2015";"118306,3"
"Vale do Anari (RO)";"2016";"133099,6"
"Vale do Paraíso (RO)";"2002";"34692,1"
"Vale do Paraíso (RO)";"2003";"55969,8"
"Vale do Paraíso (RO)";"2004";"55792,4"
"Vale do Paraíso (RO)";"2005";"60209,4"
"Vale do Paraíso (RO)";"2006";"62413,6"
"Vale do Paraíso (RO)";"2007";"67854,3"
"Vale do Paraíso (RO)";"2008";"85348,8"
"Vale do Paraíso (RO)";"2009";"80137,6"
"Vale do Paraíso (RO)";"2010";"89263,0"
"Vale do Paraíso (RO)";"2011";"92335,7"
"Vale do Paraíso (RO)";"2012";"95926,5"
"Vale do Paraíso (RO)";"2013";"108133,9"
"Vale do Paraíso (RO)";"2014";"117705,6"
"Vale do Paraíso (RO)";"2015";"124700,4"
"Vale do Paraíso (RO)";"2016";"130455,9"
"Acrelândia (AC)";"2002";"39622,2"
"Acrelândia (AC)";"2003";"49215,9"
"Acrelândia (AC)";"2004";"59175,3"
"Acrelândia (AC)";"2005";"64688,4"
"Acrelândia (AC)";"2006";"70531,5"
"Acrelândia (AC)";"2007";"77839,7"
"Acrelândia (AC)";"2008";"88512,1"
"Acrelândia (AC)";"2009";"94180,0"
"Acrelândia (AC)";"2010";"121914,7"
"Acrelândia (AC)";"2011";"142760,8"
"Acrelândia (AC)";"2012";"162198,8"
"Acrelândia (AC)";"2013";"214652,0"
"Acrelândia (AC)";"2014";"207821,8"
"Acrelândia (AC)";"2015";"212961,2"
"Acrelândia (AC)";"2016";"227610,9"
"Assis Brasil (AC)";"2002";"12788,6"
"Assis Brasil (AC)";"2003";"14614,5"
"Assis Brasil (AC)";"2004";"17655,1"
"Assis Brasil (AC)";"2005";"21730,3"
"Assis Brasil (AC)";"2006";"23897,2"
"Assis Brasil (AC)";"2007";"27927,6"
"Assis Brasil (AC)";"2008";"33614,2"
"Assis Brasil (AC)";"2009";"35411,8"
"Assis Brasil (AC)";"2010";"42017,4"
"Assis Brasil (AC)";"2011";"46580,8"
"Assis Brasil (AC)";"2012";"52805,5"
"Assis Brasil (AC)";"2013";"64601,6"
"Assis Brasil (AC)";"2014";"73332,3"
"Assis Brasil (AC)";"2015";"77234,4"
"Assis Brasil (AC)";"2016";"83276,6"
"Brasiléia (AC)";"2002";"72996,9"
"Brasiléia (AC)";"2003";"86058,0"
"Brasiléia (AC)";"2004";"84638,3"
"Brasiléia (AC)";"2005";"93665,8"
"Brasiléia (AC)";"2006";"98895,0"
"Brasiléia (AC)";"2007";"115290,1"
"Brasiléia (AC)";"2008";"135315,6"
"Brasiléia (AC)";"2009";"159563,9"
"Brasiléia (AC)";"2010";"190698,9"
"Brasiléia (AC)";"2011";"203478,8"
"Brasiléia (AC)";"2012";"238704,4"
"Brasiléia (AC)";"2013";"294874,2"
"Brasiléia (AC)";"2014";"340917,3"
"Brasiléia (AC)";"2015";"388113,5"
"Brasiléia (AC)";"2016";"406691,1"
"Bujari (AC)";"2002";"26742,5"
"Bujari (AC)";"2003";"35775,7"
"Bujari (AC)";"2004";"37349,2"
"Bujari (AC)";"2005";"48281,1"
"Bujari (AC)";"2006";"49391,8"
"Bujari (AC)";"2007";"52408,1"
"Bujari (AC)";"2008";"58875,9"
"Bujari (AC)";"2009";"61524,6"
"Bujari (AC)";"2010";"86265,0"
"Bujari (AC)";"2011";"102702,4"
"Bujari (AC)";"2012";"107914,0"
"Bujari (AC)";"2013";"120210,1"
"Bujari (AC)";"2014";"129894,7"
"Bujari (AC)";"2015";"147867,7"
"Bujari (AC)";"2016";"158741,4"
"Capixaba (AC)";"2002";"32492,3"
"Capixaba (AC)";"2003";"39317,3"
"Capixaba (AC)";"2004";"44898,3"
"Capixaba (AC)";"2005";"49155,6"
"Capixaba (AC)";"2006";"55225,0"
"Capixaba (AC)";"2007";"63084,6"
"Capixaba (AC)";"2008";"62789,8"
"Capixaba (AC)";"2009";"73182,9"
"Capixaba (AC)";"2010";"108531,1"
"Capixaba (AC)";"2011";"116148,7"
"Capixaba (AC)";"2012";"129648,6"
"Capixaba (AC)";"2013";"158799,8"
"Capixaba (AC)";"2014";"149067,3"
"Capixaba (AC)";"2015";"160133,6"
"Capixaba (AC)";"2016";"174042,9"
"Cruzeiro do Sul (AC)";"2002";"262001,7"
"Cruzeiro do Sul (AC)";"2003";"292422,1"
"Cruzeiro do Sul (AC)";"2004";"324891,1"
"Cruzeiro do Sul (AC)";"2005";"370046,9"
"Cruzeiro do Sul (AC)";"2006";"400264,8"
"Cruzeiro do Sul (AC)";"2007";"490308,3"
"Cruzeiro do Sul (AC)";"2008";"598082,7"
"Cruzeiro do Sul (AC)";"2009";"681822,0"
"Cruzeiro do Sul (AC)";"2010";"771040,2"
"Cruzeiro do Sul (AC)";"2011";"758483,3"
"Cruzeiro do Sul (AC)";"2012";"838656,6"
"Cruzeiro do Sul (AC)";"2013";"969784,2"
"Cruzeiro do Sul (AC)";"2014";"1150664,4"
"Cruzeiro do Sul (AC)";"2015";"1060536,0"
"Cruzeiro do Sul (AC)";"2016";"1088626,2"
"Epitaciolândia (AC)";"2002";"53796,6"
"Epitaciolândia (AC)";"2003";"63961,1"
"Epitaciolândia (AC)";"2004";"74136,5"
"Epitaciolândia (AC)";"2005";"82175,5"
"Epitaciolândia (AC)";"2006";"88120,7"
"Epitaciolândia (AC)";"2007";"106139,7"
"Epitaciolândia (AC)";"2008";"128587,7"
"Epitaciolândia (AC)";"2009";"134227,7"
"Epitaciolândia (AC)";"2010";"144997,0"
"Epitaciolândia (AC)";"2011";"159664,1"
"Epitaciolândia (AC)";"2012";"185760,7"
"Epitaciolândia (AC)";"2013";"268086,8"
"Epitaciolândia (AC)";"2014";"257492,0"
"Epitaciolândia (AC)";"2015";"276370,0"
"Epitaciolândia (AC)";"2016";"279121,2"
"Feijó (AC)";"2002";"72818,5"
"Feijó (AC)";"2003";"85351,4"
"Feijó (AC)";"2004";"96864,5"
"Feijó (AC)";"2005";"113395,7"
"Feijó (AC)";"2006";"126198,3"
"Feijó (AC)";"2007";"127549,6"
"Feijó (AC)";"2008";"145959,8"
"Feijó (AC)";"2009";"172903,9"
"Feijó (AC)";"2010";"200520,8"
"Feijó (AC)";"2011";"205064,7"
"Feijó (AC)";"2012";"224521,3"
"Feijó (AC)";"2013";"267203,0"
"Feijó (AC)";"2014";"309503,3"
"Feijó (AC)";"2015";"322418,4"
"Feijó (AC)";"2016";"341345,8"
"Jordão (AC)";"2002";"14548,5"
"Jordão (AC)";"2003";"16800,7"
"Jordão (AC)";"2004";"16035,3"
"Jordão (AC)";"2005";"19383,9"
"Jordão (AC)";"2006";"22421,3"
"Jordão (AC)";"2007";"29460,6"
"Jordão (AC)";"2008";"35573,4"
"Jordão (AC)";"2009";"38246,9"
"Jordão (AC)";"2010";"41234,0"
"Jordão (AC)";"2011";"45671,3"
"Jordão (AC)";"2012";"52136,0"
"Jordão (AC)";"2013";"58270,9"
"Jordão (AC)";"2014";"70473,2"
"Jordão (AC)";"2015";"72755,3"
"Jordão (AC)";"2016";"74458,4"
"Mâncio Lima (AC)";"2002";"31110,9"
"Mâncio Lima (AC)";"2003";"37373,9"
"Mâncio Lima (AC)";"2004";"36445,4"
"Mâncio Lima (AC)";"2005";"42195,6"
"Mâncio Lima (AC)";"2006";"47813,5"
"Mâncio Lima (AC)";"2007";"56848,4"
"Mâncio Lima (AC)";"2008";"67171,5"
"Mâncio Lima (AC)";"2009";"80405,6"
"Mâncio Lima (AC)";"2010";"95418,7"
"Mâncio Lima (AC)";"2011";"104768,5"
"Mâncio Lima (AC)";"2012";"121765,9"
"Mâncio Lima (AC)";"2013";"150136,1"
"Mâncio Lima (AC)";"2014";"187729,1"
"Mâncio Lima (AC)";"2015";"179968,5"
"Mâncio Lima (AC)";"2016";"189423,9"
"Manoel Urbano (AC)";"2002";"19935,8"
"Manoel Urbano (AC)";"2003";"23897,0"
"Manoel Urbano (AC)";"2004";"24246,2"
"Manoel Urbano (AC)";"2005";"25763,1"
"Manoel Urbano (AC)";"2006";"29299,3"
"Manoel Urbano (AC)";"2007";"33642,0"
"Manoel Urbano (AC)";"2008";"43862,6"
"Manoel Urbano (AC)";"2009";"50075,5"
"Manoel Urbano (AC)";"2010";"55802,9"
"Manoel Urbano (AC)";"2011";"59547,6"
"Manoel Urbano (AC)";"2012";"66179,0"
"Manoel Urbano (AC)";"2013";"80018,3"
"Manoel Urbano (AC)";"2014";"94642,7"
"Manoel Urbano (AC)";"2015";"118696,6"
"Manoel Urbano (AC)";"2016";"124306,7"
"Marechal Thaumaturgo (AC)";"2002";"26714,2"
"Marechal Thaumaturgo (AC)";"2003";"31868,1"
"Marechal Thaumaturgo (AC)";"2004";"31589,3"
"Marechal Thaumaturgo (AC)";"2005";"36658,7"
"Marechal Thaumaturgo (AC)";"2006";"39493,4"
"Marechal Thaumaturgo (AC)";"2007";"58814,4"
"Marechal Thaumaturgo (AC)";"2008";"69573,9"
"Marechal Thaumaturgo (AC)";"2009";"84039,1"
"Marechal Thaumaturgo (AC)";"2010";"96004,9"
"Marechal Thaumaturgo (AC)";"2011";"94955,7"
"Marechal Thaumaturgo (AC)";"2012";"119709,0"
"Marechal Thaumaturgo (AC)";"2013";"146338,8"
"Marechal Thaumaturgo (AC)";"2014";"162375,2"
"Marechal Thaumaturgo (AC)";"2015";"159653,6"
"Marechal Thaumaturgo (AC)";"2016";"175480,0"
"Plácido de Castro (AC)";"2002";"54087,5"
"Plácido de Castro (AC)";"2003";"62828,9"
"Plácido de Castro (AC)";"2004";"68905,8"
"Plácido de Castro (AC)";"2005";"83037,9"
"Plácido de Castro (AC)";"2006";"76160,4"
"Plácido de Castro (AC)";"2007";"90373,2"
"Plácido de Castro (AC)";"2008";"107306,8"
"Plácido de Castro (AC)";"2009";"119378,1"
"Plácido de Castro (AC)";"2010";"132632,7"
"Plácido de Castro (AC)";"2011";"152724,5"
"Plácido de Castro (AC)";"2012";"178793,2"
"Plácido de Castro (AC)";"2013";"199657,0"
"Plácido de Castro (AC)";"2014";"237006,3"
"Plácido de Castro (AC)";"2015";"252968,3"
"Plácido de Castro (AC)";"2016";"263903,9"
"Porto Walter (AC)";"2002";"16533,4"
"Porto Walter (AC)";"2003";"19565,0"
"Porto Walter (AC)";"2004";"17919,7"
"Porto Walter (AC)";"2005";"19705,6"
"Porto Walter (AC)";"2006";"22804,5"
"Porto Walter (AC)";"2007";"33937,1"
"Porto Walter (AC)";"2008";"41812,4"
"Porto Walter (AC)";"2009";"47912,5"
"Porto Walter (AC)";"2010";"60317,6"
"Porto Walter (AC)";"2011";"60554,1"
"Porto Walter (AC)";"2012";"67807,0"
"Porto Walter (AC)";"2013";"82060,4"
"Porto Walter (AC)";"2014";"96499,3"
"Porto Walter (AC)";"2015";"97729,1"
"Porto Walter (AC)";"2016";"108966,4"
"Rio Branco (AC)";"2002";"1840092,7"
"Rio Branco (AC)";"2003";"2047971,0"
"Rio Branco (AC)";"2004";"2377291,8"
"Rio Branco (AC)";"2005";"2696961,1"
"Rio Branco (AC)";"2006";"2936362,9"
"Rio Branco (AC)";"2007";"3406219,8"
"Rio Branco (AC)";"2008";"3988385,4"
"Rio Branco (AC)";"2009";"4681268,4"
"Rio Branco (AC)";"2010";"5125851,3"
"Rio Branco (AC)";"2011";"5516687,1"
"Rio Branco (AC)";"2012";"6270619,0"
"Rio Branco (AC)";"2013";"6807581,5"
"Rio Branco (AC)";"2014";"8174771,0"
"Rio Branco (AC)";"2015";"8258088,7"
"Rio Branco (AC)";"2016";"8123182,2"
"Rodrigues Alves (AC)";"2002";"26748,8"
"Rodrigues Alves (AC)";"2003";"31424,0"
"Rodrigues Alves (AC)";"2004";"32609,9"
"Rodrigues Alves (AC)";"2005";"39158,0"
"Rodrigues Alves (AC)";"2006";"42591,9"
"Rodrigues Alves (AC)";"2007";"55399,3"
"Rodrigues Alves (AC)";"2008";"65175,4"
"Rodrigues Alves (AC)";"2009";"80759,4"
"Rodrigues Alves (AC)";"2010";"124221,5"
"Rodrigues Alves (AC)";"2011";"114058,4"
"Rodrigues Alves (AC)";"2012";"109580,8"
"Rodrigues Alves (AC)";"2013";"152052,6"
"Rodrigues Alves (AC)";"2014";"171504,9"
"Rodrigues Alves (AC)";"2015";"166470,3"
"Rodrigues Alves (AC)";"2016";"183516,4"
"Santa Rosa do Purus (AC)";"2002";"9012,0"
"Santa Rosa do Purus (AC)";"2003";"11411,0"
"Santa Rosa do Purus (AC)";"2004";"12230,8"
"Santa Rosa do Purus (AC)";"2005";"15597,8"
"Santa Rosa do Purus (AC)";"2006";"17221,8"
"Santa Rosa do Purus (AC)";"2007";"22651,2"
"Santa Rosa do Purus (AC)";"2008";"28788,0"
"Santa Rosa do Purus (AC)";"2009";"30989,5"
"Santa Rosa do Purus (AC)";"2010";"35855,2"
"Santa Rosa do Purus (AC)";"2011";"35164,2"
"Santa Rosa do Purus (AC)";"2012";"37656,7"
"Santa Rosa do Purus (AC)";"2013";"45135,9"
"Santa Rosa do Purus (AC)";"2014";"53394,8"
"Santa Rosa do Purus (AC)";"2015";"57988,0"
"Santa Rosa do Purus (AC)";"2016";"61114,1"
"Senador Guiomard (AC)";"2002";"72770,3"
"Senador Guiomard (AC)";"2003";"87694,8"
"Senador Guiomard (AC)";"2004";"95069,6"
"Senador Guiomard (AC)";"2005";"105492,1"
"Senador Guiomard (AC)";"2006";"119477,6"
"Senador Guiomard (AC)";"2007";"141265,8"
"Senador Guiomard (AC)";"2008";"152765,8"
"Senador Guiomard (AC)";"2009";"163787,0"
"Senador Guiomard (AC)";"2010";"184619,6"
"Senador Guiomard (AC)";"2011";"228062,6"
"Senador Guiomard (AC)";"2012";"256395,5"
"Senador Guiomard (AC)";"2013";"290838,0"
"Senador Guiomard (AC)";"2014";"325673,3"
"Senador Guiomard (AC)";"2015";"337471,1"
"Senador Guiomard (AC)";"2016";"345371,4"
"Sena Madureira (AC)";"2002";"125409,6"
"Sena Madureira (AC)";"2003";"145707,4"
"Sena Madureira (AC)";"2004";"126488,4"
"Sena Madureira (AC)";"2005";"140200,8"
"Sena Madureira (AC)";"2006";"141961,6"
"Sena Madureira (AC)";"2007";"163532,3"
"Sena Madureira (AC)";"2008";"205498,2"
"Sena Madureira (AC)";"2009";"225593,0"
"Sena Madureira (AC)";"2010";"264528,1"
"Sena Madureira (AC)";"2011";"282261,0"
"Sena Madureira (AC)";"2012";"333670,8"
"Sena Madureira (AC)";"2013";"426881,3"
"Sena Madureira (AC)";"2014";"478780,9"
"Sena Madureira (AC)";"2015";"462252,6"
"Sena Madureira (AC)";"2016";"474448,3"
"Tarauacá (AC)";"2002";"78553,4"
"Tarauacá (AC)";"2003";"89296,1"
"Tarauacá (AC)";"2004";"100169,4"
"Tarauacá (AC)";"2005";"118967,9"
"Tarauacá (AC)";"2006";"126866,4"
"Tarauacá (AC)";"2007";"149596,6"
"Tarauacá (AC)";"2008";"176203,3"
"Tarauacá (AC)";"2009";"193953,4"
"Tarauacá (AC)";"2010";"227962,5"
"Tarauacá (AC)";"2011";"264412,0"
"Tarauacá (AC)";"2012";"292547,7"
"Tarauacá (AC)";"2013";"335519,9"
"Tarauacá (AC)";"2014";"387146,3"
"Tarauacá (AC)";"2015";"398537,3"
"Tarauacá (AC)";"2016";"428699,1"
"Xapuri (AC)";"2002";"42069,8"
"Xapuri (AC)";"2003";"55371,7"
"Xapuri (AC)";"2004";"57394,0"
"Xapuri (AC)";"2005";"62366,2"
"Xapuri (AC)";"2006";"66514,4"
"Xapuri (AC)";"2007";"82251,4"
"Xapuri (AC)";"2008";"86554,6"
"Xapuri (AC)";"2009";"96912,2"
"Xapuri (AC)";"2010";"117259,9"
"Xapuri (AC)";"2011";"130867,2"
"Xapuri (AC)";"2012";"147390,2"
"Xapuri (AC)";"2013";"168708,3"
"Xapuri (AC)";"2014";"196801,9"
